n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.max
1.450e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.992e-01	7.060e-01	1.000e+00
1.460e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.992e-01	7.060e-01	1.000e+00
1.470e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.992e-01	7.060e-01	1.000e+00
1.480e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.490e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.500e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.510e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.520e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.530e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.540e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.550e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.560e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.570e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.580e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.590e+04	4.000e-01	2.519e-01	5.000e-01	4.089e-01	1.492e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.600e+04	4.000e-01	2.519e-01	5.000e-01	4.089e-01	1.492e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
