n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.530e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.001e-01	5.000e-01	1.000e+00
1.540e+04	2.485e-01	2.378e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.550e+04	2.485e-01	2.378e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.560e+04	2.485e-01	2.378e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.570e+04	2.485e-01	2.378e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.580e+04	2.485e-01	2.378e-01	2.546e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.590e+04	2.483e-01	2.378e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.600e+04	2.483e-01	2.378e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.610e+04	2.485e-01	2.404e-01	2.546e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.620e+04	2.483e-01	2.379e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.630e+04	2.483e-01	2.379e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.640e+04	2.483e-01	2.379e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.650e+04	2.483e-01	2.379e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.080e-01	5.000e-01	1.000e+00
1.660e+04	2.483e-01	2.379e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.670e+04	2.483e-01	2.379e-01	2.540e-01	4.407e-01	7.425e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.680e+04	2.485e-01	2.404e-01	2.546e-01	4.407e-01	7.425e-02	6.067e-01	5.001e-01	5.000e-01	1.000e+00
1.690e+04	2.483e-01	2.379e-01	2.540e-01	4.407e-01	7.425e-02	6.200e-01	5.001e-01	5.000e-01	1.000e+00
